source,dest,weight
10240049,10187377,0.522
10240049,10098467,0.222
10240049,10046861,0.222
10240049,10182287,0.522
10240049,10016679,0.398
10240049,10176851,1
10240049,10013065,0.398
10240049,10131635,0.301
10240049,10239853,0.301
10240049,10238655,0.522
10240049,10247189,0.301
10240049,10150713,0.301
10240049,10016993,0.097
10240049,10127933,0.301
10240049,10255561,0.398
10240049,10089325,0.522
10240049,10235319,0.522
10240049,10013427,0.522
10240049,10000591,0.155
10240049,10207143,100
10240049,10215805,0.522
10240049,10073603,0.398
10240049,10135951,0.222
10240049,10202291,0.522
10240049,10033681,0.155
10240049,10030149,0.699
10240049,10207159,0.301
10240049,10072963,0.301
10240049,10030923,0.301
10240049,10135025,0.398
10240049,10231969,0.522
10240049,10137199,0.398
10240049,10222883,0.522
10240049,1013864,0.522
10240049,10168641,0.097
10240049,10265919,1
10240049,10213323,1
10240049,10155395,0.301
10240049,10194297,0.522
10240049,10247323,0.301
10240049,10019285,0.522
10240049,10075915,0.398
10240049,10048143,0.222
10139791,10258127,0.222
10139791,10052553,0.398
10139791,10207605,0.222
10139791,10193969,0.046
10139791,10135481,0.699
10139791,10017059,0.398
10139791,10069605,0.301
10139791,10161531,0.398
10139791,10030009,0.301
10139791,1027018,0.398
10139791,10003557,0.155
10139791,10245521,0.699
10139791,10147395,0.301
10139791,10213035,0.522
10139791,10115205,0.398
10139791,10186265,0.398
10139791,10137067,0.301
10139791,10250787,0.097
10139791,10039363,0.398
10139791,10206989,0.222
10139791,10158669,0.522
10139791,10185225,0.301
10139791,10139547,0.699
10139791,10166441,0.522
10139791,10203365,0.097
10139791,10245225,0.522
10139791,10018191,0.522
10139791,10250081,0.398
10139791,10036611,0.398
10139791,10187951,0.222
10139791,10193691,0.398
10139791,10012715,0.522
10139791,10257543,0.398
10139791,10256711,0.699
10139791,10197657,0.222
10139791,10143875,0.222
10139791,10186901,0.222
10139791,10177079,0.699
10139791,10148243,0.301
10139791,10065515,0.097
10139791,10255069,100
10139791,10256579,0.522
10139791,10032465,0.699
10139791,10133327,0.301
10139791,10166763,0.522
10139791,10223319,0.522
10139791,10202795,0.398
10139791,10020225,0.222
10139791,10244447,1
10139791,10207015,0.522
10139791,10028953,0.522
10139791,10245343,0.398
10139791,10019063,0.699
10139791,10039901,0.301
10139791,10038517,0.398
10139791,10259939,0.222
10139791,10064521,1
10139791,10245243,0.155
10139791,10173815,0.522
10139791,10105877,100
10139791,10216051,0.522
10139791,10235639,0.522
10139791,10179309,0.301
10139791,10089333,0.398
10139791,10041423,0.222
10139791,10186777,0.398
10139791,10056439,0.398
10139791,10053555,0.699
10139791,10259491,0.155
10139791,10235893,0.301
10139791,10031085,100
10139791,10253469,0.301
10139791,10153389,1
10139791,10003801,0.301
10139791,10147709,0.301
10139791,10208729,0.301
10139791,10030055,0.398
10139791,10138353,0.301
10139791,10181911,0.699
10139791,10162297,0.222
10139791,10242287,0.222
10139791,10213381,0.398
10139791,10138967,0.699
10139791,10214973,0
10139791,10173389,0.398
10139791,10214869,0.522
10139791,10030591,0.398
10139791,10268429,0.301
10139791,10256957,0.222
10139791,10135449,0.301
10139791,10069623,0.398
10139791,10157913,0.301
10139791,10205527,0.398
10139791,10188253,0.301
10139791,10053685,0.398
10139791,10138515,0.301
10139791,10258857,0.522
10139791,10249015,0.699
10139791,10052497,0.398
10139791,10229193,0.222
10139791,10117015,0.398
10139791,10202723,0.222
10139791,10074595,0.699
10139791,10253749,0.222
10139791,10076029,0.522
10139791,10106119,0.522
10139791,1002096,0.301
10139791,10213019,0.301
10139791,10255429,0.398
10139791,10017829,0.155
10139791,10244459,100
10139791,10234455,0.301
10139791,10238569,0.522
10095305,10176843,0.398
10095305,10185349,0.301
10095305,10185667,0.222
10095305,10117237,0.522
10095305,10072299,0.398
10095305,10012967,0.699
10208675,10254039,0
10208675,10021447,0.155
10208675,10089339,100
10208675,10036923,0.398
10208675,10247167,0.222
10208675,10177949,0.699
10208675,10051263,0.398
10208675,10054119,0
10208675,10215645,0.222
10208675,10153217,0.301
10208675,10017771,0.222
10208675,10236141,0.522
10208675,10001751,0.398
10208675,10048373,100
10208675,10029321,0.301
10208675,10135557,0.398
10208675,10248157,0.222
10208675,10062167,0.301
10208675,10245521,0
10208675,10197727,0.301
10208675,10257997,0.301
10208675,10038915,0.522
10208675,10028077,0.155
10208675,10002341,0.301
10208675,10185849,0.301
10208675,10179321,0.155
10208675,10019095,0.046
10208675,10202503,0.222
10208675,10213693,0.155
10208675,10247359,0.522
10208675,10137877,0.301
10208675,10137245,0.301
10208675,10143887,0.222
10208675,10155449,0.301
10208675,10056583,0.398
10208675,10000221,0.522
10208675,10187339,0.699
10208675,10178017,0.398
10208675,10153691,0.699
10208675,10224509,0.301
10208675,10271953,0.222
10208675,10135457,0.398
10208675,10134793,0.398
10208675,10139139,0.398
10208675,10148957,0.155
10208675,10238631,0.301
10208675,10217111,0.398
10208675,10247283,0.398
10208675,10181205,0.699
10208675,10260199,0.301
10208675,10132403,0.398
10208675,10027685,0.222
10208675,10208567,0.222
10208675,10043701,1
10208675,10030169,0.155
10208675,10030291,0.155
10208675,10155689,0.301
10208675,10066987,0.097
10208675,10137103,0.699
10208675,10000539,0.522
10208675,10006047,0.301
10208675,10252441,0.398
10208675,10016665,0.301
10208675,10135481,0.699
10208675,10127239,1
10208675,10052321,0.398
10208675,10058537,0.155
10208675,10106613,0.398
10208675,10261931,0.155
10208675,10019885,0.699
10208675,10247311,0.301
10208675,10162601,0.699
10208675,10064547,0.398
10208675,10125237,0.522
10208675,10149231,0.699
10208675,10097201,0.222
10208675,10032587,0.222
10208675,10059721,0.301
10208675,10245393,0.699
10208675,10236109,0.097
10208675,10155869,0.222
10208675,10146897,0.398
10208675,10051265,0.097
10208675,10186005,0.398
10208675,10106753,0.398
10208675,10052107,0.301
10208675,10052199,0.522
10208675,10052685,1
10208675,10236433,0.522
10208675,10036723,100
10208675,10030151,0.222
10033641,10013671,0.522
10033641,10013569,0.522
10033641,10157893,0.301
10033641,10177959,0.301
10033641,10239559,0.398
10033641,10149121,0.222
10033641,10071365,0.301
10033641,10260143,0.522
10033641,10268791,0.699
10033641,10207297,0.699
10033641,10185729,0.222
10033641,10207485,0.398
10033641,10161981,0.222
10033641,10068597,0.522
10033641,10074713,0.222
10033641,10154813,0.699
10033641,10197665,0.046
10033641,10243995,0.522
10033641,10051243,0.301
10033641,10157963,0.398
10033641,10060549,0.398
10033641,10089463,0.222
10033641,10155973,0.155
10033641,10263517,0.699
10033641,10247989,0.301
10033641,10137143,0.398
10033641,10247279,0.301
10033641,10138307,0.398
10033641,1026731,0.699
10033641,10030371,0.155
10033641,10121059,0.301
10033641,10188153,0.097
10033641,10025885,0.301
10033641,10213705,0.398
10033641,10203211,0.046
10033641,10189697,0.301
10033641,10255671,0.398
10033641,10101301,0.398
10033641,10202953,0.522
10033641,10136105,0.522
10033641,10137045,0.301
10033641,10253201,0.398
10033641,10240081,0.222
10033641,10254039,0.097
10033641,10173185,0.301
10033641,10176771,0.398
10033641,10073659,0.398
10033641,10207169,0.301
10033641,10044465,0.522
10033641,10071231,0.097
10033641,10197121,0.398
10033641,10205821,0.398
10033641,10247035,0.301
10033641,10063507,0.222
10033641,10052443,0.699
10033641,10247179,0.522
10033641,10006069,0.522
10033641,10136015,0.398
10033641,10161853,0
10033641,10073677,0.301
10033641,10187413,0.398
10033641,10174639,0.522
10033641,10184577,0.699
10033641,10206741,0.155
10033641,10138887,0.097
10033641,10239259,0.301
10033641,10214835,0.301
10033641,10018983,1
10033641,10124579,0.398
10033641,10262129,0.522
10033641,10234269,0.155
10033641,10176743,0.301
10033641,10003569,0.222
10033641,10261697,0.301
10033641,10138647,0.699
10033641,10187437,0.222
10033641,10150597,0.398
10033641,10248389,0.222
10033641,10121127,0.301
10033641,10234295,0.522
10033641,10020041,0.222
10033641,10017587,0.522
10033641,10244431,0.398
10033641,10017699,0.301
10033641,10099079,0.522
10033641,10148727,0.301
10033641,10052541,0.398
10033641,10206417,0.699
10033641,10158661,0.522
10033641,10207055,0.522
10033641,10019519,0.522
10033641,10182377,0.301
10033641,10138899,0.301
10033641,10127783,0.522
10033641,10044433,0.301
10033641,10099493,0.398
10033641,10173241,0.301
10033641,10247287,0.301
10033641,10262109,0.522
10033641,10074617,0.301
10033641,10124545,0
10033641,10002673,0.222
10033641,10073077,0.398
10033641,10255801,0.699
10033641,10256439,0.398
10033641,10166407,0.222
10033641,10217643,0.398
10033641,10234349,0.398
10033641,10253129,0.155
10033641,10029995,0.097
10033641,10017063,0.398
10033641,10187021,0.398
10033641,10033597,0.222
10033641,10160921,1
10033641,10154695,0.301
10033641,10203353,0.301
10033641,10020075,0.398
10033641,1027076,0.398
10033641,10205831,0.301
10033641,10247139,0.522
10274779,10238631,0.398
10274779,10081403,0.301
10274779,10007717,0.522
10274779,10153357,0.398
10274779,10111393,0.398
10274779,10098655,0.699
10274779,10181089,0.398
10274779,10071263,0.301
10274779,10156009,0.301
10274779,10027163,0.301
10274779,10185161,0.301
10274779,10154921,0.222
10274779,1000505,0.522
10274779,10012713,0.222
10274779,10157173,0.699
10274779,10117227,0.522
10274779,10056493,0.301
10274779,10212929,0.398
10274779,10231949,0.301
10274779,10135087,0.398
10274779,10258011,0.699
10274779,10110859,0.522
10274779,10215739,0.522
10274779,10136439,0.222
10274779,10017449,0.222
10274779,10244371,0.301
10274779,10274081,0.398
10274779,10074639,0.155
10274779,10108715,0.398
10274779,10003171,0.398
10274779,10136985,0.301
10274779,10145677,0.522
10274779,10206941,0.699
10274779,10040177,0.301
10274779,10185201,1
10274779,10140257,0.398
10274779,10012801,0.222
10274779,10186213,0.301
10274779,10032525,0.699
10274779,10235371,0.155
10274779,10014825,0.699
10274779,10260173,0.222
10274779,10013603,0.301
10274779,10235643,0.046
10274779,10157919,0.222
10274779,10197173,0.398
10274779,10018797,0.522
10274779,10245227,0.222
10274779,10254261,0.522
10274779,1026811,0.398
10274779,10201167,0.522
10274779,10056273,0.699
10274779,10132067,0.522
10274779,10238569,0.522
10274779,10253145,0.155
10274779,1000714,0.222
10274779,10248297,0.699
10274779,1015433,0.398
10274779,10254201,0.522
10274779,10234441,0.522
10274779,1010508,0.699
10274779,10021165,0.398
10274779,10135971,0.301
10274779,10242721,0.301
10274779,10158641,0.699
10274779,10213195,0.398
10155343,10261891,0.398
10155343,10136965,0.522
10155343,10178059,0.398
10155343,10115321,0.699
10155343,10012927,0.398
10155343,10054599,0.155
10155343,10073437,0.522
10155343,10213959,0.097
10155343,10167137,0.222
10155343,10129483,0.301
10155343,10060233,0.301
10155343,10186057,0.301
10155343,10032807,0.398
10155343,10190889,0.398
10155343,10132311,0.398
10155343,10214873,0.301
10155343,10202611,0.398
10155343,10054483,0.155
10155343,10121015,0.522
10155343,10155775,0.398
10155343,10128885,1
10155343,10001527,0.398
10155343,10053735,0.699
10155343,10194895,0.398
10155343,10255487,0.155
10155343,10246157,0.522
10155343,10248665,0.155
10155343,10173235,0.398
10155343,10253055,0.301
10155343,10145885,0.398
10155343,10155335,0.222
10155343,10181851,0.522
10155343,10044851,1
10155343,10030001,0.222
10155343,10248331,0.398
10155343,10154379,0.398
10155343,10073653,0.398
10155343,10180325,0.699
10155343,10039787,0.398
10155343,10145883,0.222
10155343,10213369,0.097
10155343,10274465,0.222
10155343,10185481,0.398
10155343,10106159,0.301
10155343,10203277,0.155
10155343,10149121,1
10155343,10019201,0.301
10155343,1026707,0.398
10155343,10004151,0.699
10155343,10137151,0.301
10155343,10075957,0.398
10155343,10256841,0.046
10155343,10186213,100
10155343,10185165,0.398
10155343,10180635,0.222
10155343,10156303,0.301
10001007,10186777,0.522
10001007,10224305,0
10001007,10268215,0.097
10001007,10213075,0.301
10001007,10146723,1
10001007,10212865,0.522
10001007,10149055,0.699
10001007,10206093,0.222
10001007,10132075,0.699
10001007,10032871,0.301
10001007,10080187,0.398
10001007,10006083,0.301
10001007,10242895,0.398
10001007,10216897,0.222
10001007,10003505,0.398
10001007,10207295,0.522
10001007,10148859,0.155
10001007,10174527,0.522
10001007,10176771,0.301
10001007,10207159,0.398
10001007,10169177,0.155
10001007,10226503,0.699
10001007,10207019,0.522
10001007,10151473,0.301
10001007,10156373,0.398
10001007,10017755,0.522
10001007,10033671,0.398
10001007,10185875,0.522
10001007,10138237,0.522
10001007,10137891,1
10001007,10129057,0.301
10001007,10260199,0.222
10001007,10259855,0.222
10001007,10012819,0.398
10001007,10263005,0.398
10001007,10128045,0.222
10001007,10029509,1
10001007,10232069,0.398
10001007,10235383,0.398
10001007,10186375,0.222
10001007,10222883,0.155
10001007,10025693,0.155
10001007,10030167,0.522
10001007,10108331,0.301
10001007,10217577,0.301
10001007,10121945,0.398
10001007,10134189,0.398
10001007,10070721,0.222
10001007,10184223,0.398
10001007,10176789,0.301
10001007,10201235,0.301
10001007,10263783,100
10001007,10089397,0.522
10001007,10147561,0.301
10001007,10051949,0.222
10001007,10247303,0.097
10001007,10251919,0.522
10001007,10182223,0.301
10001007,10091967,1
10014933,10154591,0.222
10014933,10266919,0.699
10014933,10206841,0.155
10014933,10004315,0.522
10014933,10138951,0.301
10014933,10163545,0.522
10014933,10128137,0.301
10014933,10244175,0.301
10014933,10098823,0.301
10014933,10247125,0.301
10014933,10132249,0.699
10014933,10237897,0.301
10014933,10186901,0.301
10014933,10054485,0.699
10014933,10260563,0.699
10014933,10254201,0.301
10014933,10147709,0.522
10014933,10115207,0.522
10014933,10157413,0.398
10014933,10270967,0.398
10014933,10263213,0.699
10014933,10213933,0.522
10014933,10138791,0.301
10014933,10261991,0.155
10014933,10053683,0.522
10014933,10016003,0.522
10014933,10214321,0.522
10014933,10166889,1
10014933,10247257,0.155
10014933,10187487,0.097
10014933,10045877,0.222
10014933,10017829,0.699
10014933,10088889,0.155
10014933,10080485,0.522
10014933,10004325,0.522
10014933,10028215,0.522
10014933,10186185,0.398
10014933,10246449,0.097
10014933,10101611,0.301
10014933,10155241,0.699
10014933,10052497,0.522
10014933,10144533,0.222
10014933,10155915,0.222
10014933,10213301,0.301
10014933,10213261,0.301
10014933,10214973,0.699
10014933,10181869,0.222
10014933,10064561,0.222
10014933,10236383,0.398
10014933,10178389,0.398
10014933,10133063,0.222
10014933,10169295,0.398
10014933,10052459,0.522
10014933,10029543,0.222
10014933,10234737,0.222
10014933,10212957,0.522
10014933,10001899,0.222
10014933,10248187,100
10014933,10267881,0.522
10014933,10259619,1
10014933,10007597,0.522
10014933,10138037,0.398
10014933,10178437,0.398
10014933,10146537,0.522
10014933,10245837,0.398
10014933,10016985,0.097
10014933,10044667,100
10014933,10017771,0.398
10014933,10163537,0.398
10014933,10097201,0.155
10014933,10028275,0.522
10014933,10187435,0.222
10014933,10187079,0.398
10014933,10111391,0.699
10014933,10156855,100
10014933,10028125,0.046
10014933,10224585,0.301
10014933,10220891,0.301
10014933,10234273,0.522
10014933,10186389,0.222
10014933,10182203,0.522
10014933,10154899,0.398
10014933,10179831,0.301
10014933,10158775,0.699
10014933,10180639,0.522
10014933,10225789,0.222
10014933,10138435,0.222
10014933,10013243,0.222
10014933,10035511,0.155
10014933,10166687,0.398
10014933,10257983,0.699
10014933,10189569,0.522
10001209,10248323,0
10001209,10185449,0.222
10001209,10262863,0.398
10001209,10016991,0.222
10001209,10089343,0.222
10001209,10188253,0.301
10001209,10245865,0.301
10001209,10261219,0.398
10001209,10247041,0.699
10001209,10185535,0.398
10001209,10181617,0.398
10001209,10146569,0.522
10001209,10252801,0.699
10001209,10249279,0.301
10001209,10197725,0.398
10001209,10020041,0.398
10001209,10213025,0.155
10001209,10235241,1
10001209,10098375,0.398
10001209,10205745,0.699
10001209,10043075,0.398
10001209,10073959,0.522
10001209,10255601,0.222
10001209,10181885,0.398
10001209,10138397,0.155
10001209,10198389,0.222
10001209,10001657,0.301
10205435,10245977,0.398
10205435,10163803,0.522
10205435,10096291,0.699
10205435,10062299,0.301
10205435,10186293,0.301
10205435,10141827,0.699
10205435,10073351,0.398
10205435,10163817,0.155
10205435,10056445,0.222
10205435,10212917,0.522
10205435,10263061,0.522
10205435,10245845,0.301
10205435,10163583,100
10205435,10105881,0.398
10205435,10018881,0.155
10205435,10153691,0.301
10205435,10213413,0.222
10205435,10052347,0.155
10205435,10245441,0.398
10205435,10254027,0.301
10205435,10164235,0.398
10205435,10163513,0.522
10205435,10109025,0.222
10205435,10001975,0.301
10205435,10004163,0.097
10205435,10233021,0.522
10205435,10274463,0.699
10205435,10154741,0.699
10205435,10219523,0.155
10205435,10185317,0.301
10205435,10260175,0.222
10205435,10193893,0.301
10205435,10131799,0.522
10205435,10007743,0.097
10205435,10235347,0.222
10205435,10162339,0.301
10205435,10188213,0.301
10205435,10178677,0.222
10205435,10214863,100
10205435,10125009,0.301
10205435,10263799,0.301
10205435,10185979,0.301
10205435,10223295,0.222
10205435,10248731,0.301
10205435,10143739,0.522
10205435,10151657,0.301
10205435,10245515,0.301
10205435,10252689,0.398
10205435,10006003,0.398
10205435,1013891,0.699
10205435,10075823,0.398
10205435,10161227,0.301
10205435,10208599,0.222
10205435,10051905,0.222
10205435,10028113,0.522
10205435,10121033,0.398
10205435,10155915,0.222
10205435,1009002,0.398
10205435,10230959,0.301
10205435,10243463,0.301
10205435,10169315,0.522
10205435,10241609,0.398
10205435,10050379,0.301
10205435,10115343,0.522
10205435,10028995,0.398
10205435,10136065,0.301
10205435,10234293,0.301
10064053,10207149,0.301
10064053,10080569,0.301
10064053,10019759,0.398
10064053,10155765,0.398
10064053,10003899,0.301
10064053,10037083,0.398
10064053,1026755,0.301
10064053,10158921,0.097
10064053,10181205,0.398
10064053,10224959,0.398
10064053,10207407,0.398
10064053,10063021,0.398
10064053,10068551,0.301
10064053,10149941,0.301
10064053,10256613,0.222
10064053,10194263,0.398
10064053,10260115,0.155
10064053,10188369,0.301
10064053,10267899,0.398
10064053,10260197,0.398
10064053,10158785,0.301
10064053,10121943,0.398
10064053,10263789,0.522
10064053,10217119,0.097
10064053,10089339,100
10064053,10214791,0.699
10064053,1021229,0.398
10064053,10147143,0.301
10064053,10155959,0.301
10064053,10178077,0.699
10064053,10173389,0.301
10064053,10207603,0.522
10064053,10186735,0.522
10064053,10202513,100
10064053,10153155,0.522
10064053,10072379,0.301
10064053,10207445,0.699
10064053,10213151,0.222
10064053,10054573,0.301
10064053,10038919,0.301
10064053,10111111,0.398
10064053,10091359,0.398
10064053,10153449,0.301
10064053,10151361,100
10064053,10239897,0.301
10064053,10258861,0.522
10064053,1027022,0.699
10064053,10030191,0.398
10064053,10015829,0.398
10064053,10185755,0.398
10064053,10012371,0.699
10064053,10051939,0.155
10064053,10127115,0.522
10064053,10208553,0.398
10064053,10132017,0.222
10064053,10000921,0.699
10064053,1008985,0.301
10064053,10214775,0.522
10064053,10247189,0.699
10064053,10073971,0.522
10064053,10021167,0.398
10064053,10185321,0.522
10064053,10186789,0.222
10064053,10265999,0.398
10064053,10251115,0.301
10064053,10001909,0.155
10064053,10032643,0.301
10064053,10071793,0.301
10064053,10021345,0.222
10064053,10205689,0.301
10064053,10233281,0.301
10064053,10030741,0.398
10064053,10096271,0.301
10064053,10075411,0.301
10064053,10245355,0.155
10064053,10255059,0.699
10064053,10059963,0.222
10064053,10105895,0.301
10064053,10216021,0.699
10064053,10213051,0.522
10064053,1024538,0.398
10064053,10202467,0.222
10064053,10217145,0.522
10064053,10121113,0.522
10064053,10003299,0.398
10064053,10189559,0.699
10064053,10193707,0.398
10064053,10149615,0.398
10064053,10137473,0.222
10064053,10051905,0.398
10064053,10013501,0.301
10064053,10256587,0.155
10064053,10115303,0.222
10064053,10248889,0.398
10064053,10239187,0.301
10064053,10030591,0.398
10064053,10203317,1
10064053,10154567,0.301
10064053,10203379,0.046
10064053,10001377,0.097
10064053,10238553,0.222
10115291,10157493,0.155
10115291,10186411,0.398
10115291,10151657,0.097
10115291,10256485,0.222
10115291,10267857,0.699
10115291,10089349,0.398
10115291,10121017,0.522
10115291,10033719,0.222
10115291,10244431,0.398
10115291,10246821,0.301
10115291,10018903,0.222
10115291,10074421,0.398
10115291,10003569,0.222
10115291,10115335,0.222
10115291,10247875,0.222
10115291,10162591,0.301
10115291,10115245,0.398
10115291,10018845,0.097
10115291,10153155,0.155
10115291,10188263,0.398
10115291,10201293,0.398
10115291,10019559,0.398
10115291,10247351,0.222
10115291,10020307,0.097
10115291,10193979,0.301
10115291,10232625,0.301
10115291,10206805,0.699
10115291,10017737,0.522
10115291,10125239,0.301
10115291,10254031,0.301
10115291,10261951,0.301
10115291,10237903,0.301
10115291,10052509,0.301
10115291,10154695,0.301
10115291,10014817,0.155
10115291,10036911,0.222
10115291,10125213,0.522
10115291,10148077,1
10115291,10189739,0.301
10115291,10058181,0.155
10115291,10206835,0.301
10115291,10028943,0.522
10115291,10089439,0.222
10115291,10146875,0.522
10115291,10252681,0.301
10115291,10014661,0.301
10115291,10181677,0.398
10115291,10135971,0.301
10115291,10153051,0.398
10115291,10003497,0.398
10115291,10064473,0.398
10115291,10185165,0.301
10115291,10173211,0.522
10115291,1027002,0.222
10115291,10155813,0.301
10115291,10259979,0.699
10170579,10062099,0.522
10170579,10016995,0.301
10170579,10136687,0.398
10170579,10003413,1
10170579,10213411,0.222
10170579,10151645,1
10170579,10257003,0.398
10170579,10138539,0.699
10170579,10213229,0.222
10170579,10268463,0.301
10170579,10265977,0.699
10170579,10268071,0.301
10170579,10213251,0.699
10170579,10105709,0.699
10170579,10212865,0.155
10170579,10268627,0.398
10170579,10263833,0.398
10170579,10052519,0.222
10170579,10170319,0.522
10170579,10185201,0.398
10170579,10214769,0.522
10170579,10148433,0.522
10170579,10001203,0.301
10170579,10148547,0.301
10170579,10179319,0.222
10170579,10254183,0.155
10170579,10224827,0.301
10170579,10197453,0.222
10170579,10155741,0.699
10170579,10234549,0.522
10170579,10018801,0.398
10170579,10080239,0.522
10170579,10173127,0.222
10170579,10264535,0.522
10170579,10189687,0.301
10170579,10184139,0.398
10170579,10188449,1
10170579,10262117,0.301
10170579,10166385,0.699
10170579,10128997,0.155
10170579,10173885,0.522
10170579,10247365,0.301
10170579,10011181,0.398
10170579,10073633,0.301
10170579,10179341,0.699
10170579,1010627,0.522
10170579,10106139,0.699
10170579,10205823,0.398
10170579,10239525,0.398
10170579,10051225,1
10170579,10145071,0.699
10170579,10185183,0.398
10170579,10181211,0.222
10170579,10205415,0.398
10170579,10136093,0.398
10170579,10256703,0.222
10170579,10156755,0.699
10170579,10184387,0.155
10170579,10052501,0.699
10170579,10202453,0.522
10170579,10255837,0.097
10170579,10253421,0.301
10170579,10146527,0.222
10170579,10027799,0.398
10170579,10147339,0.046
10170579,10187125,0.522
10170579,10019509,0.522
10170579,10089365,0.522
10170579,10247993,0.398
10170579,10236383,100
10170579,10012343,0.522
10170579,10098381,0.301
10170579,10030413,0.097
10170579,10075165,0.301
10170579,10017567,0.398
10170579,10203335,0.398
10170579,10248523,0.699
10170579,10258525,0.398
10170579,10173359,0.398
10170579,10015983,0.155
10170579,10131647,0.301
10170579,10235327,0.522
10170579,10158487,0.222
10170579,10135957,0.301
10170579,10242359,0.097
10170579,10177971,0.301
10170579,10043639,0.301
10170579,10032721,0.398
10170579,10106267,0.222
10170579,10242329,0.398
10170579,10237967,0.222
10170579,10051203,0.522
10170579,10170607,0.097
10170579,10072339,0.398
10170579,10255697,0.222
10170579,10248323,0.398
10170579,10027383,0.522
10170579,10253161,0.398
10170579,10255717,0.398
10170579,10274081,0.155
10170579,10247017,0.699
10170579,10019225,100
10170579,10261697,0.097
10170579,10063895,0.522
10170579,10255061,0.522
10185465,10147201,0.522
10185465,10203381,0.699
10185465,10029087,0.301
10185465,10237073,0.301
10185465,10092073,0.301
10185465,10106763,1
10185465,10185849,0.522
10185465,10147821,0.522
10185465,10145313,0.155
10185465,10195981,0.398
10185465,10252525,0.398
10185465,10202579,0.699
10185465,10132463,0.301
10185465,10274295,0.301
10185465,10073337,0.155
10185465,10050223,0.301
10185465,10213063,0.301
10185465,10009659,0.522
10185465,10198117,0.522
10185465,10255597,0.301
10185465,10138501,0.046
10185465,10111115,0.222
10185465,10238675,0.522
10185465,10252513,0.046
10185465,10236467,0.398
10185465,10190651,0.398
10185465,10058205,0.522
10185465,10074401,0.398
10185465,10004159,0.522
10185465,10255703,100
10185465,10054383,0.155
10185465,10052123,0.398
10185465,1010500,0.398
10185465,10000245,0.398
10185465,10213439,0.222
10185465,10048093,0.301
10185465,10206801,0.301
10185465,10154657,0.522
10185465,10054553,0.222
10185465,10163839,0.398
10185465,10135057,0.398
10185465,10179219,0.301
10185465,10128977,0.398
10185465,10012789,0.699
10185465,10274755,0.699
10185465,10234889,0.398
10185465,10154879,0.222
10185465,10163545,0.398
10185465,10117195,100
10185465,10004171,0.398
10185465,10142757,0.301
10185465,10206893,0.699
10185465,10206789,0.222
10185465,10214973,0.522
10185465,10012841,1
10185465,10016683,0.398
10185465,10136435,0.046
10185465,10098825,0.522
10185465,10028969,0.398
10185465,1013899,100
10185465,10033757,1
10185465,10052321,0.301
10185465,10097219,0.301
10185465,10017355,0.301
10185465,10253749,0.222
10185465,10206861,0.522
10185465,10196255,0.301
10185465,10003365,0.222
10185465,10121139,0.046
10185465,10038955,0.522
10185465,10267871,0.522
10185465,10147173,0.155
10185465,10052113,0.522
10185465,10053909,0.398
10185465,10208737,0.301
10185465,10188063,0.398
10185465,10058383,0.398
10185465,10018929,0.699
10185465,10236641,0.522
10185465,10003249,0.522
10185465,10185899,0.522
10185465,10176769,0.155
10185465,10028041,0.301
10185465,10072299,0.301
10185465,10065453,0.398
10185465,10040171,0.222
10185465,1004904,0.398
10185465,10073831,0.301
10185465,10153725,0.398
10185465,10163775,0.398
10025543,10054037,0.522
10025543,10092083,0.301
10025543,10101289,0.398
10025543,10073179,0.097
10025543,10253427,100
10025543,10248335,0.222
10025543,10248021,100
10025543,10003829,0.522
10025543,1000505,0.155
10025543,10146695,0.301
10025543,10144523,0.522
10025543,10207335,0.522
10025543,10207103,1
10185729,10139791,100
10185729,10166677,0.522
10185729,10196249,0.398
10185729,10186343,0.222
10185729,10028299,0.301
10185729,10058555,0.398
10185729,10073899,0.522
10185729,10052369,0.301
10185729,10235725,0.301
10185729,10063211,0.222
10185729,10152839,0.301
10185729,10029519,1
10185729,10143851,0.699
10185729,10019689,0.522
10185729,10179743,0.222
10185729,10037175,0.097
10185729,10161919,0.522
10185729,10180941,0.301
10185729,10052681,0.522
10185729,10043657,0.522
10185729,10253451,0.222
10185729,10213313,0.301
10185729,10244185,0.699
10185729,10063883,0.155
10185729,10189437,0.522
10185729,10233359,0.398
10185729,10241047,0.155
10185729,10216009,0.398
10185729,10024513,0.301
10185729,10187221,0.522
10185729,10242433,1
10185729,10231973,1
10185729,10151827,0.097
10185729,10254029,0.699
10185729,10006979,0.398
10185729,10145683,0.522
10185729,10184223,0.301
10185729,10239045,0.301
10185729,10033651,0.301
10185729,10212907,0.522
10185729,10214877,0.699
10185729,10248405,0.522
10185729,10138679,0.522
10185729,10162139,0.155
10185729,10148983,0.398
10185729,10193707,0.522
10185729,10036461,0.398
10185729,10194927,0.222
10185729,10233173,0.301
10185729,1003778,0.522
10185729,10070537,0.222
10185729,10096301,0.301
10185729,10258421,0.398
10185729,10186835,0.222
10185729,10127781,0.222
10185729,10200171,0.046
10185729,10176819,0.522
10185729,10128145,0.398
10185729,10043737,1
10185729,10215649,0.301
10185729,10184211,0.398
10185729,10247193,0.522
10185729,10162145,0.522
10185729,10003827,0.155
10185729,10187013,0.301
10185729,10153449,0.222
10185729,10212903,0.046
10185729,10014675,0.222
10185729,10188795,0.522
10185729,10147191,0.222
10185729,10071317,0.699
10185729,10017405,0.699
